location	month	lot_num	artist	born_death	title	estimated_price	sold_price	sold_price_usd	image_url	image_path	description	artist_signature	medium	height_cm	length_cm	year_printed	provenance
London	28February2018	497	Baltasar Lobo	1910-1993	"Torse au soleil
"	GBP 25,000 - GBP 35,000	GBP 45000	62239	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0497_000(baltasar_lobo_torse_au_soleil).jpg	./resources/28February2018/Lot497.jpg	"['<span id=""main_center_0_lblLotDescription"">Baltasar Lobo (1910-1993)', '\nTorse au soleil', ""\nsigned, numbered and inscribed with foundry mark 'Lobo 8/8 Susse Fondeur Paris' (on the lower reverse edge)"", '\nbronze with brown patina', '\nHeight: 27 1/8 in. (69 cm.)', '\nLength: 31 1/2 in. (80 cm.)', ""\nConceived in 1973 and cast in an edition of eight, plus four artist's proofs; this example cast in 1989"", '\n</span>']"	signed, numbered and inscribed with foundry mark 'Lobo 8/8 Susse Fondeur Paris' (on the lower reverse edge)	bronze with brown patina	80.0	80.0	Conceived in 1973 and cast in an edition of eight, plus four artist's proofs; this example cast in 1989	"Galerie Daniel Malingue, Paris, by whom acquired directly from the artist in 1989. 
Private collection, Switzerland."
London	28February2018	498	Baltasar Lobo	1910-1993	"Élan moyen
"	GBP 40,000 - GBP 60,000	GBP 50000	69155	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0498_000(baltasar_lobo_elan_moyen).jpg	./resources/28February2018/Lot498.jpg	"['<span id=""main_center_0_lblLotDescription"">Baltasar Lobo (1910-1993)', '\nÉlan moyen', ""\nsigned and numbered 'Lobo EA. 4/4' (on top of the base) and inscribed with foundry mark 'Susse Fondeur Paris' (on the edge of the base)"", '\nbronze with reddish brown patina', '\nHeight: 29 1/8 in. (74 cm.)', ""\nConceived in 1977 and cast in an edition of eight, plus four artist's proofs; this example cast in 1990"", '\n</span>']"	signed and numbered 'Lobo EA. 4/4' (on top of the base) and inscribed with foundry mark 'Susse Fondeur Paris' (on the edge of the base)	bronze with reddish brown patina	74.0	74.0	Conceived in 1977 and cast in an edition of eight, plus four artist's proofs; this example cast in 1990	"Galerie Daniel Malingue, Paris, by whom acquired directly from the artist in 1990. 
Private collection, Switzerland."
London	28February2018	499	Baltasar Lobo	1910-1993	"Face au vent bras levé
"	GBP 15,000 - GBP 25,000	GBP 40000	55324	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0499_000(baltasar_lobo_face_au_vent_bras_leve).jpg	./resources/28February2018/Lot499.jpg	"['<span id=""main_center_0_lblLotDescription"">Baltasar Lobo (1910-1993)', '\nFace au vent bras levé', ""\nsigned, numbered and inscribed with foundry mark 'Lobo EA 1/4 Susse Frères Paris' (at the base)"", '\nbronze with light brown patina', '\nHeight: 10 3/4 in. (28 cm.)', ""\nConceived in 1977 and cast in an edition of eight, plus four artist's proofs; this example cast in 1991"", '\n</span>']"	signed, numbered and inscribed with foundry mark 'Lobo EA 1/4 Susse Frères Paris' (at the base)	bronze with light brown patina	28.0	28.0	Conceived in 1977 and cast in an edition of eight, plus four artist's proofs; this example cast in 1991	"Galerie Daniel Malingue, Paris, by whom acquired directly from the artist in 1991. 
Private collection, Switzerland."
London	28February2018	501	Joaquín Torres-García	1874-1949	"Friso
"	GBP 150,000 - GBP 250,000	GBP 187500	259331	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0501_000(joaquin_torres-garcia_friso).jpg	./resources/28February2018/Lot501.jpg	"['<span id=""main_center_0_lblLotDescription"">Joaquín Torres-García (1874-1949)', '\nFriso', ""\nsigned and dated 'J TORRES-GARCIA 28' (along the left edge)"", '\noil and sand on canvas', '\n30 1/4 x 56 3/8 in. (77 x 143 cm.)', '\nPainted in 1928', '\n</span>']"	signed and dated 'J TORRES-GARCIA 28' (along the left edge)	oil and sand on canvas	77.0	143.0	Painted in 1928	"Galerie Pierre, Paris.
Rafael Lorente & Rafael Ruano, Montevideo, by 1962.
Galería Jorge Mara, Madrid, by 1991.
Acquired from the above by the present owner, circa 1995."
London	28February2018	502	Joaquín Torres-García	1874-1949	"Composición constructiva
"	GBP 150,000 - GBP 250,000	GBP 187500	259331	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0502_000(joaquin_torres-garcia_composicion_constructiva).jpg	./resources/28February2018/Lot502.jpg	"['<span id=""main_center_0_lblLotDescription"">Joaquín Torres-García (1874-1949)', '\nComposición constructiva', ""\nsigned with initials 'JTG' (upper left)"", '\noil on cardboard', '\n12 7/8 x 8 1/8 in. (32.5 x 20.5 cm.)', '\nPainted <i>circa </i>1937', '\n</span>']"	signed with initials 'JTG' (upper left)	oil on cardboard	32.5	20.5	Painted <i>circa </i>1937	"Private collection, Buenos Aires.
Galería Jorge Mara, Madrid. 
Acquired from the above by the present owner, circa 1995."
London	28February2018	504	Pablo Picasso	1881-1973	"Grand vase aux femmes voilées (AR 116)
"	GBP 350,000 - GBP 550,000	GBP 488750	675990	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0504_000(pablo_picasso_grand_vase_aux_femmes_voilees).jpg	./resources/28February2018/Lot504.jpg	"['<span id=""main_center_0_lblLotDescription"">Pablo Picasso (1881-1973)', '\nGrand vase aux femmes voilées (AR 116)', ""\nstamped, marked and numbered 'MADOURA PLEIN FEU EMPREINTE ORIGINALE DE PICASSO 2' (inside the rim)"", '\nterracotta vase painted with white, red and black engobe', '\nHeight: 26 in. (66 cm.)', '\nConceived in 1950 and executed by 1954 in a numbered edition of 25', '\n</span>']"	stamped, marked and numbered 'MADOURA PLEIN FEU EMPREINTE ORIGINALE DE PICASSO 2' (inside the rim)	terracotta vase painted with white, red and black engobe	66.0	66.0	Conceived in 1950 and executed by 1954 in a numbered edition of 25	"Private collection, USA, by whom acquired in Vallauris in April 1954. 
Anonymous sale, Sotheby's, New York, 2 November 2001, lot 434.
Anonymous sale, Sotheby's, New York, 27 April 2017, lot 4.
Acquired at the above sale by the present owner."
London	28February2018	505	Pablo Picasso	1889-1973	"Vase à huit pieds, Taureau
"	GBP 400,000 - GBP 600,000	GBP 464750	642795	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0505_000(pablo_picasso_gros_vase_aux_huit_pieds_taureau).jpg	./resources/28February2018/Lot505.jpg	"['<span id=""main_center_0_lblLotDescription"">Pablo Picasso (1889-1973)', '\nVase à huit pieds, Taureau', ""\ndated '29.7.52.' and stamped 'd'Après Picasso Madoura Plein Feu' (inside the rim); numbered '2.63' (underneath)"", '\nwide two handled vase with eight feet, painted with engobe, oxides, with wax resist and crackle-glaze', '\nHeight: 14 3/4 in. (37.5 cm.)', '\nLength: 20 7/8 in. (53 cm.)', '\nExecuted on 29 July 1952; this work is unique', '\n</span>']"	dated '29.7.52.' and stamped 'd'Après Picasso Madoura Plein Feu' (inside the rim); numbered '2.63' (underneath)	wide two handled vase with eight feet, painted with engobe, oxides, with wax resist and crackle-glaze	53.0	53.0	Executed on 29 July 1952; this work is unique	Francisco (Baby) Matarazzo Pignatari, Brazil, by whom acquired directly from the artist, and thence by descent.
London	28February2018	506	Marc Chagall	1887-1985	"Le peintre et la crucifixion
"	GBP 650,000 - GBP 950,000	GBP 752750	1041128	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0506_000(marc_chagall_le_peintre_et_la_crucifixion).jpg	./resources/28February2018/Lot506.jpg	"['<span id=""main_center_0_lblLotDescription"">Marc Chagall (1887-1985)', '\nLe peintre et la crucifixion', '\nsigned ‘Marc Chagall’ (lower right); signed and dated ‘Marc Chagall 1981’ (on the reverse)', '\noil on canvas', '\n28 3/4 x 21 1/4 in. (73 x 53.8 cm.)', '\nPainted in 1981', '\n</span>']"	signed ‘Marc Chagall’ (lower right); signed and dated ‘Marc Chagall 1981’ (on the reverse)	oil on canvas	73.0	53.8	Painted in 1981	"Gallery Delaive, Amsterdam
Private collection, Amsterdam, by whom acquired from the above in March 2001."
London	28February2018	507	Henry Moore	1898-1986	"Reclining figure
"	GBP 70,000 - GBP 100,000	GBP 81250	112376	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0507_000(henry_moore_reclining_figure).jpg	./resources/28February2018/Lot507.jpg	"['<span id=""main_center_0_lblLotDescription"">Henry Moore (1898-1986)', '\nReclining figure', '\nbronze with dark brown patina', '\nLength: 5 1/8 in. (13 cm.)', '\nConceived in lead in 1938 and cast in bronze <i>circa </i>1946 in an edition of no more than six', '\n</span>']"	bronze with dark brown patina	Length: 5 1/8 in. (13 cm.)	13.0	13.0	Conceived in lead in 1938 and cast in bronze <i>circa </i>1946 in an edition of no more than six	"Roland Browse & Delbanco, London. 
Dr. Henry Roland, London, acquired from the above in 1948, and thence by descent; sale, Sotheby's, London, 30 November 1994, lot 216.
Acquired at the above sale by the present owner."
London	28February2018	508	Ossip Zadkine	1890-1967	"Jeune fille à la colombe
"	GBP 200,000 - GBP 300,000	GBP 416750	576406	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0508_000(ossip_zadkine_jeune_fille_a_la_colombe).jpg	./resources/28February2018/Lot508.jpg	"['<span id=""main_center_0_lblLotDescription"">Ossip Zadkine (1890-1967)', '\nJeune fille à la colombe', ""\nsigned and inscribed 'Zadkine Jeune fille à l'oiseau (plâtre)' (on a label inside)"", '\ngilt and painted plaster', '\nHeight: 31 1/2 in. (80 cm.)', '\nConceived <i>circa </i>1928 and executed before 1933; this work is unique', '\n</span>']"	signed and inscribed 'Zadkine Jeune fille à l'oiseau (plâtre)' (on a label inside)	gilt and painted plaster	80.0	80.0	Conceived <i>circa </i>1928 and executed before 1933; this work is unique	"Mme La Fleur, Paris, by whom acquired from the artist in January 1936.
Félix Marcilhac, Paris, by whom acquired from the above in the early 1970s; his sale, Sotheby's, Paris, 12 March 2014, lot 47.
Acquired at the above sale by the present owner."
London	28February2018	509	Diego Giacometti	1902-1985	"Table grecque rectangulaire
"	GBP 200,000 - GBP 300,000	GBP 248750	344046	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0509_000(diego_giacometti_table_grecque_rectangulaire).jpg	./resources/28February2018/Lot509.jpg	"['<span id=""main_center_0_lblLotDescription"">Diego Giacometti (1902-1985)', '\nTable grecque rectangulaire', ""\nstamped with the signature 'Diego' (on each crossbar)"", '\nbronze with brown patina', '\nHeight: 17 1/2 in. (44.5 cm.)', '\nLength: 46 3/4 in. (118.6 cm.) ', '\nDepth: 36 1/2 in. (92.6 cm.)', '\n</span>']"	stamped with the signature 'Diego' (on each crossbar)	bronze with brown patina	118.6	118.6		"Private collection, Paris, by whom acquired from the artist.
Galerie Camoin-Antiquité, Paris.
Private collection, England, by whom acquired from the above in 1993."
London	28February2018	511	Diego Giacometti	1902-1985	"Lampadaire aux trois oiseaux
"	GBP 200,000 - GBP 300,000	GBP 344750	476823	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0511_000(diego_giacometti_lampadaire_aux_trois_oiseaux).jpg	./resources/28February2018/Lot511.jpg	"['<span id=""main_center_0_lblLotDescription"">Diego Giacometti (1902-1985)', '\nLampadaire aux trois oiseaux', ""\nstamped with signature and the artist's monogram 'DIEGO DG' (on the underside)"", '\nbronze with brown and green patina', '\nHeight: 57 1/2 in. (146 cm.)', '\nExecuted <i>circa </i>1975', '\n</span>']"	stamped with signature and the artist's monogram 'DIEGO DG' (on the underside)	bronze with brown and green patina	146.0	146.0	Executed <i>circa </i>1975	"Serge Matta, New York, by whom commissioned from the artist through the Pierre Matisse Gallery on 6 June 1975. 
Private collection, by whom acquired from Serge Matta on 10 June 1982; sale, Doyle, New York, 21 November 2017, lot 242. 
Acquired at the above sale by the present owner."
London	28February2018	512	Pablo Picasso	1881-1973	"Buste d'homme
"	GBP 35,000 - GBP 45,000	GBP 50000	69155	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0512_000(pablo_picasso_buste_dhomme).jpg	./resources/28February2018/Lot512.jpg	"['<span id=""main_center_0_lblLotDescription"">Pablo Picasso (1881-1973)', ""\nBuste d'homme"", ""\ndated '10 3.57' (centre right); signed 'Picasso' (on the reverse)"", '\nwhite earthenware tile with coloured crayon, white glaze and black oxide', '\n8 x 8 in. (20.3 x 20.3 cm.)', '\nExecuted on 10 March 1957; this work is unique', '\n</span>']"	dated '10 3.57' (centre right); signed 'Picasso' (on the reverse)	white earthenware tile with coloured crayon, white glaze and black oxide	20.3	20.3	Executed on 10 March 1957; this work is unique	"Galerie Louise Leiris, Paris. 
Michael M. Levy Fine Arts, New York.
Acquired from the above in 1972; sale, Doyle, New York, 18 October 2016, lot 160.
Acquired at the above sale by the present owner."
London	28February2018	514	Fernand Léger	1881-1955	"Le pot de fleur
"	GBP 12,000 - GBP 18,000	GBP 23750	32848	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0514_000(fernand_leger_le_pot_de_fleur).jpg	./resources/28February2018/Lot514.jpg	"['<span id=""main_center_0_lblLotDescription"">Fernand Léger (1881-1955)', '\nLe pot de fleur', ""\nsigned, dated and inscribed 'F.LEGER.52 A Raymone A Blaise en souvenir du Gros Tilleul 53 Ami de toujours Fleger' (on the reverse)"", '\nceramic plaque with coloured engobe and glaze', '\n10 7/8 x 8 in. (27.7 x 20.2 cm.)', '\nExecuted in 1952; this work is a unique variant', '\n</span>']"	signed, dated and inscribed 'F.LEGER.52 A Raymone A Blaise en souvenir du Gros Tilleul 53 Ami de toujours Fleger' (on the reverse)	ceramic plaque with coloured engobe and glaze	27.7	20.2	Executed in 1952; this work is a unique variant	"Raymone & Blaise Cendrars, France, a gift from the artist in 1953. 
Albert Mermoud, Lausanne, a gift from the above in 1986, and thence by descent to the present owner."
London	28February2018	517	Lyonel Feininger	1871-1956	"Yellow Village Church II
"	GBP 200,000 - GBP 300,000	GBP 392750	543212	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0517_000(lyonel_feininger_yellow_village_church_ii).jpg	./resources/28February2018/Lot517.jpg	"['<span id=""main_center_0_lblLotDescription"">Lyonel Feininger (1871-1956)', '\nYellow Village Church II', '\nsigned and dated \'Feininger 33\' (lower left); signed, dated and inscribed \'Lyonel Feininger: 1933 <span style=""font-size:9"">YELLOW VILLAGE CHURCH II</span>\' (on the stretcher)', '\noil on canvas', '\n15 7/8 x 18 7/8 in. (40.2 x 48 cm.)', '\nPainted in 1933', '\n</span>']"	"signed and dated 'Feininger 33' (lower left); signed, dated and inscribed 'Lyonel Feininger: 1933 <span style=""font-size:9"">YELLOW VILLAGE CHURCH II</span>' (on the stretcher)"	oil on canvas	40.2	48.0	Painted in 1933	"The artist's estate. 
Anonymous sale, Roman Norbert Ketterer, Stuttgart, 3 May 1962, lot 95.
Galerie Wilhelm Grosshennig, Dusseldorf, 1967.
Wilhelm Reinold, Hamburg, by whom acquired from the above, and thence by descent to the present owners."
London	28February2018	518	Alexej von Jawlensky	1864-1941	"Bretonin
"	GBP 250,000 - GBP 350,000	GBP 428750	593004	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0518_000(alexej_von_jawlensky_bretonin).jpg	./resources/28February2018/Lot518.jpg	"['<span id=""main_center_0_lblLotDescription"">Alexej von Jawlensky (1864-1941)', '\nBretonin', ""\nsigned 'a.jawlensky' (upper right)"", '\noil on board', '\n20 5/8 x 19 1/2 in. (52.5 x 49.5 cm.)', '\nPainted <i>circa </i>1906', '\n</span>']"	signed 'a.jawlensky' (upper right)	oil on board	52.5	49.5	Painted <i>circa </i>1906	"Richard Kisling, Zurich, by whom acquired directly from the artist circa 1912, and thence by descent; sale, G. & L. Bollag, Zurich, 18 November 1929, lot 318. 
Private collection.
Galerie Wilhelm Grosshennig, Dusseldorf, by 1961.
Wilhelm Reinold, Hamburg, by whom probably acquired from the above, in the late 1960s, and thence by descent to the present owners."
London	28February2018	519	Paula Modersohn-Becker	1876-1907	"Brustbild einer alten Bäuerin mit Hut vor Landschaft
"	GBP 120,000 - GBP 160,000	GBP 143750	198820	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0519_000(paula_modersohn-becker_brustbild_einer_alten_bauerin_mit_hut_vor_lands).jpg	./resources/28February2018/Lot519.jpg	"['<span id=""main_center_0_lblLotDescription"">Paula Modersohn-Becker (1876-1907)', '\nBrustbild einer alten Bäuerin mit Hut vor Landschaft', ""\nsigned with the artist's initials 'P.M-B.' (lower right)"", '\noil on canvas', '\n19 3/4 x 29 5/8 in. (50.2 x 74.5 cm.)', '\nPainted <i>circa </i>1901', '\n</span>']"	signed with the artist's initials 'P.M-B.' (lower right)	oil on canvas	50.2	74.5	Painted <i>circa </i>1901	"Karl Ströher, Darmstadt, by 1954.
Galerie Wilhelm Grosshennig, Dusseldorf. 
Wilhelm Reinold, Hamburg, by whom probably acquired from the above in the in the late 1960s, and thence by descent to the present owners."
London	28February2018	523	Wassily Kandinsky	1866-1944	"Promenade gracieuse (Grosse Fassung)
"	GBP 100,000 - GBP 150,000	GBP 125000	172887	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0523_000(wassily_kandinsky_promenade_gracieuse).jpg	./resources/28February2018/Lot523.jpg	"['<span id=""main_center_0_lblLotDescription"">Wassily Kandinsky (1866-1944)', '\nPromenade gracieuse (Grosse Fassung)', '\ngouache on incised maple', '\n23 1/4 x 9 in. (59 x 22.7 cm.)', '\nExecuted <i>circa </i>1904', '\n</span>']"	gouache on incised maple	23 1/4 x 9 in. (59 x 22.7 cm.)	59.0	22.7	Executed <i>circa </i>1904	"Nina Kandinsky, Paris.
Private collection; sale, Sotheby's, New York, 3-4 November 1988, lot 228.
Private collection, Germany; sale, Villa Grisebach, Berlin, 24 November 1989, lot 23.
Galerie Thomas, Munich, by 1993.
Anonymous sale, Christie's, London, 7 October 1999, lot 52.
Anonymous sale, Sotheby's, London, 26 June 2008, lot 321.
Acquired at the above sale by the present owner."
London	28February2018	524	Gabriele Münter	1877-1962	"Frülingsstudie mit Kirche, Murnau
"	GBP 150,000 - GBP 250,000	GBP 168750	233398	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0524_000(gabriele_munter_frulingsstudie_mit_kirche_murnau).jpg	./resources/28February2018/Lot524.jpg	"['<span id=""main_center_0_lblLotDescription"">Gabriele Münter (1877-1962)', '\nFrülingsstudie mit Kirche, Murnau', ""\nsigned and dated 'Münter.19.V.24.’ (lower right); signed, dated and inscribed 'G.Münter Frühlingsstudie mit Kirche 1924’ and with the <i>Nachlass</i> Stamp (on the reverse)"", '\noil on board', '\n13 x 17 5/8 in. (32.8 x 45 cm.)', '\nPainted on 19 May 1924', '\n</span>']"	signed and dated 'Münter.19.V.24.’ (lower right); signed, dated and inscribed 'G.Münter Frühlingsstudie mit Kirche 1924’ and with the <i>Nachlass</i> Stamp (on the reverse)	oil on board	32.8	45.0	Painted on 19 May 1924	"The artist's estate (L 116).
Leonard Hutton Galleries, New York.
Private collection, Chicago.
Anonymous sale, Hauswedell & Nolte, Hamburg, 14-16 June 1973, lot 1421.
Anonymous sale, Villa Grisebach, Berlin, 3 June 1988, lot 144.
Acquired at the above sale by the present owner."
London	28February2018	529	Émile-Antoine Bourdelle	1861-1929	"Pénélope, grand modèle avec pied et sans fuseau
"	GBP 100,000 - GBP 150,000	GBP 143750	198820	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0529_000(emile-antoine_bourdelle_penelope_grand_modele_avec_pied_et_sans_fuseau).jpg	./resources/28February2018/Lot529.jpg	"['<span id=""main_center_0_lblLotDescription"">Émile-Antoine Bourdelle (1861-1929)', '\nPénélope, grand modèle avec pied et sans fuseau', ""\nsigned and dated 'EMILE ANTOINE BOURDELLE 1912', numbered and inscribed with foundry mark 'SUSSE. FONDEUR. PARIS. E.A.2'"", '\nbronze with green patina', '\nHeight: 94 1/2 in. (240 cm.)', ""\nConceived in 1907; this, the ultimate and largest version conceived in 1912 and cast in 1987 in an edition of eight, plus four artist's proofs"", '\n</span>']"	signed and dated 'EMILE ANTOINE BOURDELLE 1912', numbered and inscribed with foundry mark 'SUSSE. FONDEUR. PARIS. E.A.2'	bronze with green patina	240.0	240.0	Conceived in 1907; this, the ultimate and largest version conceived in 1912 and cast in 1987 in an edition of eight, plus four artist's proofs	"Contemporary Sculpture Center, Tokyo. 
Private collection, Japan, May 1988.
Acquired from the above by the present owner in 2007."
London	28February2018	531	Paul Sérusier	1863-1927	"Bretons dans la lande
"	GBP 70,000 - GBP 100,000	GBP 112500	155598	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0531_000(paul_serusier_bretons_dans_la_lande).jpg	./resources/28February2018/Lot531.jpg	"['<span id=""main_center_0_lblLotDescription"">Paul Sérusier (1863-1927)', '\nBretons dans la lande', ""\nsigned with the artist's initials 'PS' (lower right)"", '\noil on canvas', '\n22 5/8 x 35 7/8 in. (57.5 x 91 cm.)', '\n</span>']"	signed with the artist's initials 'PS' (lower right)	oil on canvas	57.5	91.0		"Paul Vallotton, Geneva, 1919. 
Henriette Boutaric, Châteauneuf-du-Faou; her sale, Ader Picard Tajan, Paris, 19 June 1984, lot 194.
Private collection, Paris, by whom acquired at the above sale, and thence by descent to the present owner."
London	28February2018	532	Auguste Rodin	1840-1917	"Etude de main dite no. 17
"	GBP 8,000 - GBP 12,000	GBP 10000	13831	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0532_000(auguste_rodin_etude_de_main_dite_no_17).jpg	./resources/28February2018/Lot532.jpg	"['<span id=""main_center_0_lblLotDescription"">Auguste Rodin (1840-1917)', '\nEtude de main dite no. 17', ""\nsigned 'A.Rodin' and inscribed with the foundry mark 'G.Rudier. .Fond.Paris.' (on the lower edge)"", '\nbronze with brown and green patina', '\nHeight: 2 3/4 in. (7 cm.)', '\nConceived <i>circa </i>1900-1910; this cast executed in 1965', '\n</span>']"	signed 'A.Rodin' and inscribed with the foundry mark 'G.Rudier. .Fond.Paris.' (on the lower edge)	bronze with brown and green patina	7.0	7.0	Conceived <i>circa </i>1900-1910; this cast executed in 1965	"Musée Rodin, Paris.
Dominion Gallery, Montreal, acquired from the above in July 1966.
Mr. & Mrs. Alvin J. Curkin, New Jersey, by whom acquired from the above in July 1967, and thence by descent.
Acquired from the above by the present owner."
London	28February2018	533	Auguste Rodin	1840-1917	"Minotaure, version aux cornes courtes
"	GBP 70,000 - GBP 100,000	GBP 106250	146954	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0533_000(auguste_rodin_minotaure_version_aux_cornes_courtes).jpg	./resources/28February2018/Lot533.jpg	"['<span id=""main_center_0_lblLotDescription"">Auguste Rodin (1840-1917)', '\nMinotaure, version aux cornes courtes', ""\nsigned and inscribed 'A Ben(jamin) Constant Rodin' (on the lower right side)"", '\npainted plaster', '\nHeight: 13 1/8 in. (33.3 cm.)', '\nConceived <i>circa </i>1885, this version executed <i>circa </i>1886', '\n</span>']"	signed and inscribed 'A Ben(jamin) Constant Rodin' (on the lower right side)	painted plaster	33.3	33.3	Conceived <i>circa </i>1885, this version executed <i>circa </i>1886	"Benjamin Constant, Paris, by whom acquired from the artist. 
William Welles Bosworth, France, circa 1925-1930, and thence by descent to the present owner in 1974."
London	28February2018	534	Pierre-Auguste Renoir	1841-1919	"Claude Renoir jouant aux constructions
"	GBP 220,000 - GBP 320,000	GBP 512750	709184	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0534_000(pierre-auguste_renoir_claude_renoir_jouant_aux_constructions).jpg	./resources/28February2018/Lot534.jpg	"['<span id=""main_center_0_lblLotDescription"">Pierre-Auguste Renoir (1841-1919)', '\nClaude Renoir jouant aux constructions', ""\nstamped with signature 'Renoir.' (Lugt 2137b; lower right)"", '\noil on canvas', '\n10 1/4 x 8 5/8 in. (25.9 x 21.9 cm.)', '\nPainted <i>circa</i> 1903-1904', '\n</span>']"	stamped with signature 'Renoir.' (Lugt 2137b; lower right)	oil on canvas	25.9	21.9	Painted <i>circa</i> 1903-1904	"The artist's estate. 
Paul Vallotton, Lausanne.
Anonymous sale, Sotheby's, London, 27 June 1990, lot 102.
Anonymous sale, Christie's, New York, 19 November 1998, lot 132.
Private collection, Texas, by whom acquired at the above sale; sale, Christie's, London, 5 May 2005, lot 221.
Acquired at the above sale by the present owner."
London	28February2018	535	Édouard Vuillard	1868-1940	"La femme au châle
"	GBP 40,000 - GBP 60,000	GBP 106250	146954	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0535_000(edouard_vuillard_la_femme_au_chale).jpg	./resources/28February2018/Lot535.jpg	"['<span id=""main_center_0_lblLotDescription"">Édouard Vuillard (1868-1940)', '\nLa femme au châle', ""\nstamped with the artist's signature 'E. Vuillard' (Lugt: L.2497a; lower right)"", '\noil on card laid down on cradled panel', '\n9 x 5 3/4 in. (23 x 14.7 cm.)', '\nPainted <i>circa </i>1885', '\n</span>']"	stamped with the artist's signature 'E. Vuillard' (Lugt: L.2497a; lower right)	oil on card laid down on cradled panel	23.0	14.7	Painted <i>circa </i>1885	"The artist's estate. 
Gimpel Fils, London. 
Acquired from the above, circa 1958; sale, Christie's, London, 28 June 1982, lot 12. 
Galerie Jan Krugier, Geneva. 
Private collection, Paris, by whom acquired from the above, and thence by descent to the present owner."
London	28February2018	536	Édouard Vuillard	1868-1940	"Le Salon chez Marcelle Aron
"	GBP 80,000 - GBP 120,000	GBP 80000	110648	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0536_000(edouard_vuillard_le_salon_chez_marcelle_aron).jpg	./resources/28February2018/Lot536.jpg	"['<span id=""main_center_0_lblLotDescription"">Édouard Vuillard (1868-1940)', '\nLe Salon chez Marcelle Aron', ""\nstamped with signature 'EVuillard' (L.2497b; lower left)"", '\n<i>peinture à la colle </i>and pastel on paper laid down on board', '\n25 5/8 x 22 1/4 in. (65 x 56.4 cm.)', '\nExecuted <i>circa </i>1911-1912', '\n</span>']"	stamped with signature 'EVuillard' (L.2497b; lower left)	<i>peinture à la colle </i>and pastel on paper laid down on board	65.0	56.4	Executed <i>circa </i>1911-1912	"The artist's estate. 
Galerie Georges Maratier, Paris.
Galerie Rousso, Paris.
Coleman Art Gallery, Philadelphia, by April 1953.
Edouard R. Schaible, Easton, and thence by descent; sale, Sotheby's, New York, 12 November 1988, lot 120.
Elie Dahan, Paris, by 1990.
Anonymous sale, Hôtel Drouot, Paris, 28 March 1996, lot 3.
Acquired at the above sale by the present owner."
London	28February2018	537	Édouard Vuillard	1868-1940	"Square Berlioz
"	GBP 100,000 - GBP 150,000	GBP 125000	172887	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0537_000(edouard_vuillard_square_berlioz).jpg	./resources/28February2018/Lot537.jpg	"['<span id=""main_center_0_lblLotDescription"">Édouard Vuillard (1868-1940)', '\nSquare Berlioz', ""\nstamped with signature 'EVuillard' (Lugt 2497a; lower right)"", '\n<i>peinture à la colle </i>on board', '\n21 3/8 x 20 3/4 in. (53 x 54.4 cm.)', '\nPainted in 1919', '\n</span>']"	stamped with signature 'EVuillard' (Lugt 2497a; lower right)	<i>peinture à la colle </i>on board	53.0	54.4	Painted in 1919	"Jos Hessel, Paris.
Dr. and Mme Prosper-Emile Weil, Paris.
Private collection, Paris.
Anonymous sale, Hôtel Drouot, Paris, 26 November 1990, lot 13.
Private collection, Paris, by whom acquired at the above sale, and thence by descent to the present owner."
